"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.0298399423212598,0.170879745691735,0.223783618644988,5.92122273390672e-06,0.106497554594714,-0.0471702994407441,0.244567878379333,0.0952291537491255
"30",30,0.059608044272462,0.318510544022019,0.0644898198590332,0,0.135887138325162,-0.0173735935545907,0.385958828653814,0.247675124922055
"50",50,0.0797091541003146,0.453548157994974,0.0211014209955895,0,0.155657006505024,0.00282446985441668,0.512572270757393,0.390257870703673
"70",70,0.10324921014357,0.533682444407908,0.00421523010827951,0,0.178732062624626,0.0265580855537094,0.586513209118185,0.476329607383525
"90",90,0.13608428810974,0.594647904629246,0.000251643342841557,0,0.210780436130441,0.059808192367814,0.642183117635527,0.542556819695959
"110",110,0.190574534119016,0.601496513446186,4.93309427973543e-07,0,0.263613133065862,0.11536324975996,0.648405674427791,0.550037192059574
