"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.0479170121332763,0.282656701111823,0.111232751306513,1.0458300891969e-13,0.124360751127941,-0.0290921877372543,0.35190929396976,0.210326543116792
"30",30,0.0778410097596037,0.525720900073334,0.0236415791058353,0,0.153822207819331,0.000944666996292776,0.579206178429193,0.467728700149572
"50",50,0.145679691813444,0.624757192944582,9.693661918031e-05,0,0.220115720007065,0.069556944729357,0.669493332440014,0.575505395875881
"70",70,0.258496169678763,0.67732758141379,1.10249587237377e-11,0,0.328860785925336,0.185277275225181,0.71688840748242,0.633419014624326
"90",90,0.365635089915206,0.718122760134157,0,0,0.430434111600489,0.297086593538781,0.753417234641718,0.678702138872496
"110",110,0.572448221919784,0.853571780034934,0,0,0.621969616962029,0.518365943288645,0.873158456022281,0.831233063643033
